,Price
227,16217.623067318624
228,19443.959480204125
229,15511.256816666666
230,5921.213927644221
231,17505.586400773176
232,23103.78746843434
233,15847.601025826194
234,9830.892
235,6460.4562775641025
236,32440.408433333334
237,4730.625015435846
238,18516.416454679482
239,42913.458221841945
240,10797.978741666668
241,18630.7766
242,8926.744832982844
243,8985.639645434461
244,480.27242121696514
245,8375.33239059231
246,6303.611752859405
247,17707.406875486056
248,4705.572189081155
249,10743.893248663204
250,7781.899
251,20673.61333333333
252,17808.99264025019
253,11936.980551782943
254,3347.166884803922
255,19596.735322468223
256,12064.709655716168
257,17712.988295715684
258,3939.78163509445
259,2941.829978391924
260,1459.2420026019806
261,7075.990788562092
262,12583.95594328449
263,5464.75464053724
264,1184.6378643570617
265,20183.05336212121
266,18898.25513241758
267,753.5500693556444
268,17628.738027450978
269,3950.016062932872
270,32161.16278605676
271,21060.865185287064
272,50146.36029497429
273,30794.574129952904
274,35422.51185260989
275,13844.78542881952
276,9682.853276856178
277,10228.784155555555
278,16939.465
279,10961.73346251167
280,8244.76068149762
281,43252.005769871794
282,13045.447379761905
283,23819.281914659816
284,10535.769927245477
285,18613.203043059446
286,1371.3857488774563
287,7693.387826190476
288,9441.894355789904
289,35490.479
290,19947.782305516466
291,2686.3784
292,13207.234198919856
293,14537.19175
294,42633.8924
295,9163.206586219338
296,12161.566805148675
297,12149.243441666666
298,12369.335968181816
299,16900.172483333336
300,919.2339315737509
301,9786.06566433977
302,13843.194536929886
303,23144.666083333337
304,11204.159322417765
305,7020.6210617002025
306,5084.945252930882
307,10213.23924743566
308,42156.03468675137
309,17739.471285066225
310,4509.367768086346
311,14238.095125
312,3466.3079444444443
313,18253.75068333333
314,18201.866764646464
315,12245.585637784247
316,8119.208964065368
317,2311.434038380503
318,42609.842250258094
319,19983.091459523806
320,2064.883293650794
321,14112.442090098792
322,23123.90666666667
323,8867.242450067693
324,1231.0944422793539
325,3671.7100394986123
326,20745.642
327,4890.061204789587
328,27519.724664285714
329,7299.790939485253
330,39646.199
331,42154.24625
332,32895.564743001996
333,25795.94413124522
334,3010.384631399058
335,17012.91182857143
336,37047.99706908117
337,11940.083928585513
338,7900.525485294119
339,12148.467166666667
340,21336.580299999998
341,11181.896261904762
342,4802.784959489303
343,26156.807215904348
344,42142.41144351108
345,10429.764976009079
346,9184.662860317461
347,11849.036333333333
348,14782.972151439497
349,5237.872956253006
350,19153.16563801282
351,15379.923471895423
352,17491.426324386182
353,23277.6906
354,7003.84928651469
355,5855.54050769034
356,1353.1775758295628
357,44579.60277539682
358,30596.50671428571
359,14610.177809595962
360,14522.68687380952
361,1629.9001875990648
362,12646.793869811469
363,9422.454581768658
364,428.6975583015583
365,1599.172308937198
366,6693.575782012724
367,26586.06096346154
368,18302.455900463614
369,29533.33249244692
370,33986.8925333237
371,36509.9512623725
372,38703.073
373,57793.55793776225
374,5853.2816619950045
375,21385.670892254646
376,36408.00733333333
377,31097.373648517285
378,11756.688501547987
379,20402.91663038147
380,16306.379943430642
381,13458.206698924729
382,19664.063927136256
383,32507.731126872593
384,5790.402477571304
385,33690.46916666666
386,36866.678
387,6923.909529830539
388,15501.420297522674
389,12685.614
390,9060.318818354226
391,12032.566971785309
392,10480.833778300868
393,38034.33345687599
394,17246.539869159147
395,12146.94654864319
396,20129.483336111112
397,9388.36693611111
398,7277.253806644006
399,19967.229023503598
400,28601.060071428572
401,38426.88096789216
402,240.17789269744392
403,5103.547970861013
404,4268.116938060043
405,12719.636416666668
406,15264.808736181292
407,7768.51157792444
408,2158.4534051882024
409,428.6975583015583
410,14072.173592971505
411,36520.3415
412,24954.915875124574
413,6937.834392885699
414,42250.42065454547
415,35502.11493379693
416,2668.5206901466045
417,21852.075966084005
418,10821.392393939395
419,24887.734702919784
420,21914.505018085776
421,14227.092710344356
422,42691.510483351296
423,11541.482826282065
424,10392.408087932901
425,22863.534117857143
426,15124.73644512987
427,2220.4938102042183
428,24497.98960959295
429,16752.5013503663
430,29545.395410058856
431,17157.054394758787
432,19296.231184842203
433,4353.823957189542
434,19516.16486227253
435,20651.266687641404
436,21401.757347305473
437,2363.16299349799
438,1363.0370111938882
439,37619.448
440,38471.574
441,26846.695244117647
442,26647.22748556242
443,10227.125284571473
444,18818.296306684028
445,31847.781530952383
446,37219.55731762131
447,15711.940535864358
448,5142.215963600024
449,16018.868254187548
450,44371.98488196248
451,27717.63875
452,41979.159900000006
453,13546.851650440512
454,41534.91390454547
455,2321.3849065917548
456,2479.9590254118784
457,21187.523247144913
458,27313.354368407578
459,7380.32675
460,1083.0877241947126
461,42450.14036666667
462,36705.501200000006
463,10598.344166666668
464,19137.382530627707
465,752.7104072603101
466,24311.10877330361
467,23094.662200300754
468,1599.172308937198
469,24668.604496039996
470,39636.46412554999
471,15236.743
472,14053.925495238096
473,15227.481926247616
474,15943.085669674774
475,32364.097714285712
476,14665.602392732582
477,951.2152875689222
478,22453.25633333333
479,7751.494780019193
480,5418.273212882585
481,655.6871723428349
482,9900.447227777777
483,11203.54381734957
484,29056.291524364984
485,8649.468989940358
486,10952.453433783176
487,3609.2250333389266
488,20187.78522844795
489,13703.317177051842
490,7634.659799999999
491,8796.976660784314
492,28968.322853967118
493,7120.4866
494,417.42312766624053
495,41691.49734163356
496,13379.425250414419
497,1394.245031315413
498,52783.292799999996
499,25208.708757142856
500,13043.161703354976
501,16487.309459932738
502,28223.15495159805
503,17029.034413223446
504,23239.924683147452
505,39840.426799999994
506,18161.744273469387
507,30423.68808498753
508,428.6975583015583
509,14073.093904485686
510,10180.3605
511,348.958651659919
512,8195.356184933835
513,16280.1195
514,1643.252845156094
515,17050.383059272597
516,19501.14247804732
517,9606.510551587302
518,10125.726149999999
519,4860.106514851609
520,1629.9001875990648
521,3466.3079444444443
522,17559.818921428574
523,16989.89614292575
524,5570.611361626536
525,13551.809916666665
526,14605.643485083125
527,13556.228
528,22393.704220238098
529,24590.896893483714
530,1048.4836533302553
531,26650.83956703297
532,9263.380281327803
533,10143.639959236725
534,35117.80912956759
535,28540.012300405848
536,39760.78145683535
537,25387.229397036863
538,21758.521239393944
539,10398.468486563437
540,8584.931833333334
541,11574.759419239572
542,17926.890707826802
543,20568.79850508626
544,6840.614412167488
545,10785.335423007506
546,22774.660966625335
547,35053.366843488526
548,8425.324366180732
549,11951.577935030022
550,16561.97199697591
551,5510.884175881114
552,20205.08922222222
553,40842.53645315443
554,28363.806161461558
555,8781.129126190475
556,12897.838654408917
557,24482.006999999998
558,2990.094199671163
559,7320.246654285715
560,40303.8335
561,11576.047989768307
562,15971.950821428572
563,4116.148620243606
564,10767.32420053476
565,540.8159763922622
566,21949.697029920808
567,14073.11729642034
568,9230.70429777447
569,956.4987770624379
570,15909.176064724601
571,2326.9355440677964
572,9587.103773955152
573,10632.888360232055
574,802.5469078247288
575,12921.004441658832
576,10595.203892472675
577,28311.478237670664
578,12793.170647754698
579,540.8159763922622
580,9596.114259317708
581,11076.223146936547
582,25914.107736111113
583,14700.091143898873
584,752.7104072603101
585,35050.653586168715
586,11808.070942243867
587,19000.171066553772
588,35440.408016666675
589,11843.477133333332
590,36399.82835344345
591,18170.08369782092
592,18113.273800119547
593,19108.48875
594,12081.501566239316
595,3135.702331419562
596,12025.014
597,21659.85834752344
598,19307.6823396544
599,19424.8258
600,4184.75707088212
601,6203.864562984325
602,17140.046
603,36354.50158333334
604,14402.065894279249
605,31834.721514573564
606,30686.28165
607,18200.716374503918
608,14238.632880983812
609,428.6975583015583
610,22637.371281135347
611,44595.581110087325
612,9548.575835714284
613,8841.118544161227
614,18022.574208994643
615,8483.155637254902
616,14900.846558672843
617,17377.119194805193
618,3466.3079444444443
619,8373.257269141603
620,16692.267659523808
621,7929.117932181808
622,2209.283381344186
623,9862.487834811247
624,42839.91467594266
625,219.71428571428572
626,9682.853276856178
627,5832.684622378674
628,21407.559818849695
629,31328.844
630,57692.65267259231
631,17248.383838888883
632,8581.700010843546
633,25520.187466666666
634,5884.45315776237
635,24678.81774691854
636,25476.96180291049
637,13336.870539359104
638,7240.154950558213
639,24159.950004432474
640,22565.364764177488
641,24803.21316963825
642,18422.399193654375
643,14214.103660628307
644,15698.68169012605
645,28775.808363990087
646,19467.323714603175
647,25729.00821719557
648,18529.838086312087
649,18233.014644858333
650,15344.409429755242
651,1828.1362206677716
652,10492.566646605661
653,4408.784644947949
654,14298.875403368273
655,5124.766494489441
656,8807.566469187843
657,11013.42232514245
658,485.47440178571424
659,8393.727536043913
660,23222.673580233815
661,33344.28617826779
662,33058.786721825396
663,2848.437935855027
664,8952.147390063226
665,17999.188027829594
666,18100.469597427775
667,19713.10549494061
668,27707.40772055591
669,10317.640679863107
670,7126.126333333333
671,6367.740234541847
672,22454.664869091088
673,10202.448078299925
674,12819.057696087568
675,10408.272507213986
676,12470.051938859062
677,1164.6249584313723
678,12177.398967786905
679,25287.546295634922
680,1961.0583032224076
681,6130.4701381533105
682,34648.73
683,18465.418833333337
684,31146.307
685,7147.281896969696
686,11033.173996443526
687,28551.672107578837
688,21271.461586656387
689,3885.1665620892095
690,631.2022019704434
691,374.8304099277012
692,13989.857
693,15534.651360878584
694,485.47440178571424
695,16843.836
696,11908.884565945167
697,1809.6810898196002
698,21256.166160000168
699,21096.232088445417
700,24908.306
701,11406.459689285712
702,13668.624828671329
703,1247.7829481019276
704,7152.57174481775
705,33732.72866987206
706,13861.619427499292
707,839.1414004050473
708,23570.383084728852
709,8170.918062468671
710,21159.134740209367
711,13712.316892857141
712,9828.659269404126
713,20639.68045238095
714,19758.262716745136
715,1367.502078706641
716,8279.37775
717,36052.27208595946
718,9682.853276856178
719,15035.510595238095
720,17799.284891742176
721,48552.04911207083
722,43862.61352631579
723,10214.685199726775
724,5871.765222535607
725,12644.65111377241
726,26450.23285
727,1425.3288407425905
728,1567.8604722222221
729,4110.118342640693
730,5974.376503142731
731,11813.235630468946
732,31262.617875793654
733,1202.6697911916708
734,1376.8706786048213
735,2686.3784
736,14616.278717458012
737,8741.759341666666
738,5130.025892857143
739,3774.263176415251
740,16526.716139279797
741,19332.07893939394
742,20581.213187138343
743,24354.39842185592
744,24187.967062317643
745,57852.47564013378
746,7172.1479320761355
747,2948.3575424311684
748,3325.8061794776586
749,18986.68374770718
750,34933.0846285405
751,5103.547970861013
752,6402.474481242698
753,21775.711513808437
754,5142.215963600024
755,28291.827743618047
756,3430.8631307083056
757,43130.81844144654
758,16218.38971258081
759,4865.7589940787975
760,20265.870006060606
761,10357.959993650793
762,19703.634165357
763,2798.4985093004784
764,573.6970704107271
765,15445.608479166667
766,649.1291451442207
767,1707.581579351396
768,8151.789771087868
769,30542.005761904762
770,19589.60141758658
771,36328.2354
772,10204.536693942875
773,14443.215434253863
774,6035.603639949686
775,18591.525208333336
776,23057.48565
777,5798.712490135458
778,472.98134172212326
779,1198.0296666666668
780,16832.02094677732
781,6180.683861466886
782,14294.36736022086
783,1648.751709070587
784,3749.303467537245
785,46762.135
786,27470.608204133063
787,44621.69677142857
788,1356.0141333333333
789,21844.96153592462
790,706.0
791,10375.92296873016
792,1677.3613310867397
793,951.2152875689222
794,9260.130127179313
795,42489.451
796,9125.082031678914
797,16206.730914470798
798,16426.64351872032
799,1895.5250221982863
800,32321.444
801,23372.70673057438
802,21052.232297931372
803,7869.043030094082
804,7599.287523818653
805,20918.216133333335
806,8488.887743422601
807,8099.455011755506
808,855.3458200209657
809,5093.660387605042
810,23237.689628787884
811,21289.87425793771
812,21717.417836733355
813,18051.809586434345
814,39030.66928092006
815,15966.663817640694
816,55555.64322367149
817,11159.472215476191
818,14178.626916398305
819,27089.49166666667
820,24781.683490370142
821,9557.973590476191
822,56820.99719388068
823,9441.894355789904
824,4002.444901072681
825,982.7361501188362
826,18256.04696593677
827,4473.230509620637
828,5507.370177821389
829,6864.808820833333
830,3210.60081843193
831,27817.875128693526
832,8592.982673665221
833,16804.85
834,46220.797
835,8408.256711250435
836,7820.553587301587
837,11896.179086435955
838,7518.722328195738
839,17820.359671805894
840,13153.117591666667
841,8992.316236842104
842,15197.1365
843,922.2561446608969
844,3680.4277734975117
845,21954.25676673882
846,12446.974648277746
847,7144.858483397805
848,12088.285428340665
849,17482.740500802152
850,3432.4778608187803
851,1863.7464865474665
852,18369.13123286341
853,12128.566283241435
854,18244.106886924576
855,13300.98282466171
856,31261.051867080878
857,18461.84717689965
858,6196.042873124685
859,4408.784644947949
860,20545.172366643765
861,17679.887150990675
862,5142.215963600024
863,15580.215694117647
864,2870.460613000151
865,1164.6249584313723
866,16704.19791666667
867,19772.726555555557
868,6760.102513835338
869,4352.356313583432
870,17445.82440386082
871,4471.650399308763
872,20239.520399155146
873,19852.80983497246
874,37174.3042
875,11033.173996443526
876,15579.649674479257
877,12712.862916818842
878,6855.46779322313
879,41818.62106414601
880,52101.66245834107
881,3561.6087859417703
882,15223.075146041037
883,21068.207661525972
884,13413.280180342595
885,34897.23246666667
886,16248.195221848115
887,540.8159763922622
888,778.5964050766885
889,3608.1883381192883
890,10490.134
891,10757.270878968251
892,9441.894355789904
893,32666.078522222226
894,17238.04391896859
895,19608.777547288162
896,17349.760016192144
897,10990.895987209125
898,6259.07791904965
899,12905.064289060096
900,16784.856600000003
901,40232.59083493343
902,17186.502419931458
903,1475.820157474148
904,18514.50831688311
905,20730.932466244834
906,18223.43768728892
907,1184.6378643570617
908,5254.5988584142715
909,9671.241415794479
910,3789.732342414463
911,7586.358369643917
912,6933.36178655535
913,11859.731982882882
914,22024.61778466449
915,17180.613842416406
916,21359.948323809524
917,41140.236801259845
918,22894.985638758302
919,16017.385900000001
920,16615.517058334586
921,655.6871723428349
922,6483.237705285247
923,28677.83572625632
924,428.6975583015583
925,26831.835973910587
926,5889.704987892539
927,6203.864562984325
928,15113.468816127657
929,9247.351024242424
930,42345.22304576326
931,12824.005202124967
932,14656.480008518314
933,31931.80012359732
934,27479.849824999998
935,44721.18774484127
936,3613.285736235561
937,3134.1948219940086
938,10841.25288715982
939,633.7420884685577
940,11999.706661096143
941,19051.011097050025
942,38714.808
943,315.7784074829454
944,45661.01979331503
945,37447.726
946,6664.716594117647
947,47201.016372260034
948,8153.359892983603
949,14247.282027622376
950,16396.62326691338
951,883.093004510107
952,4368.399547578841
953,22652.003831172773
954,3207.5533692625154
955,20225.850277777776
956,52169.477585563414
957,37837.643821428566
958,7457.4312222222225
959,8098.841084628854
960,28892.247
961,11909.728484890109
962,9120.37762381211
963,4802.927796369809
964,4557.348060515873
965,862.0
966,19160.331562536485
967,20757.608540079364
968,12017.541166666668
969,17526.448998081076
970,10990.043597906802
971,12361.154047576661
972,22048.805369387243
973,45447.70585814918
974,10572.368793791295
975,11567.549051797485
976,6699.726943650904
977,1849.1863925471691
978,3091.007659033193
979,28847.543104761902
980,476.8346109161793
981,15698.68169012605
982,29520.31509757137
983,258.81579369019096
984,431.52035054471565
985,50021.34690417817
986,3111.2278478215835
987,7706.713965435937
988,20353.57581818182
989,13729.453505347377
990,2307.2967196031946
991,7931.188858525598
992,4513.43650974359
993,25356.061638888885
994,41857.505056665555
995,25401.956496586256
996,9643.956944034522
997,16520.998863000852
998,584.0094903949192
999,21618.98065508108
1000,18991.318149358973
1001,10598.751427380952
1002,17888.553358152625
1003,12026.83910756134
1004,9932.469913278388
1005,1776.7223539178792
1006,41998.49990526357
1007,1567.9014273795651
1008,10888.552555501929
1009,14238.632880983812
1010,2668.5206901466045
1011,549.5305487179486
1012,11019.6565
1013,5499.7806758980905
1014,29413.42606609949
1015,18124.923083333335
1016,22237.15412511655
1017,6667.108714285715
1018,8677.56207671995
1019,6647.7677989388585
1020,20151.82114370825
1021,4352.356313583432
1022,14878.314974021674
1023,24576.820129683554
1024,8976.793022222222
1025,30766.94057013297
1026,13880.14254571338
1027,44843.926674739276
1028,13697.801719298246
1029,17518.846136699412
1030,21094.791483838384
1031,24202.160384615385
1032,18593.452612109984
1033,15828.1116
1034,24957.7395
1035,25283.922
1036,485.47440178571424
1037,17554.495888157897
1038,20979.401565404773
1039,21798.747101370853
1040,1567.8604722222221
1041,34024.23295413306
1042,6823.95757509493
1043,15843.537509143778
1044,1446.8955135539325
1045,7464.0357449186995
1046,15922.300920238093
1047,11675.109201058794
1048,13527.04297672787
1049,778.5964050766885
1050,20534.153
1051,41934.522471590644
1052,42668.53093333333
1053,42806.21033014027
1054,8194.64996442797
1055,24988.31558006536
1056,22049.76459539714
1057,29060.749016666665
1058,13459.056728837828
1059,20081.31607340679
1060,19851.90099047619
1061,13916.084548813016
1062,11919.977937075084
1063,20030.119380575066
1064,6253.5443219940325
1065,23120.432
1066,23302.161639862912
1067,14013.663145487706
1068,9114.581058608059
1069,28423.94792012987
1070,1412.2184962008685
1071,8472.178375780455
1072,20553.816199999997
1073,31148.387157737456
1074,8317.507890947809
1075,10505.152635860057
1076,1967.096621551301
1077,33021.389
1078,32389.85592857143
1079,10210.516387559808
1080,16197.77105698086
1081,5938.47891475567
1082,21491.56453
1083,23318.245726669604
1084,29520.31509757137
1085,49453.022633195134
1086,12482.399840079366
1087,5494.144714698908
1088,10982.604123809524
1089,17434.543977625974
1090,14014.128583333331
1091,55973.56020615942
1092,29787.16058
1093,14695.35574772006
1094,24626.539076282053
1095,23854.388020418475
1096,8460.056216207531
1097,16623.966392064547
1098,6485.045317438965
1099,7139.442584625669
1100,23971.928048279507
1101,816.7511685131084
1102,5084.945252930882
1103,13082.014799223909
1104,9952.46663968254
1105,22327.45517709714
1106,25693.735816666667
1107,3054.4033484225565
1108,1657.070194216155
1109,9896.874612308808
1110,8688.950111249858
1111,18823.098576812507
1112,9160.97994928504
1113,12755.484816646644
1114,16953.568306684756
1115,30086.9438
1116,18602.492778571428
1117,19630.805908333332
1118,28161.372121598342
1119,16888.778
1120,24395.831366666665
1121,5049.510868067005
1122,16530.883486309525
1123,862.0
1124,16652.776771438912
1125,18243.42632304415
1126,1615.1630472241861
1127,48382.562333501715
1128,14209.571714231495
1129,26575.70933808969
1130,46818.51728055555
1131,12956.874481715602
1132,6854.277783084705
1133,4106.622868853115
1134,29575.153592857147
1135,52455.47357852805
1136,2666.3892517253275
1137,11951.577935030022
1138,1870.5071666666668
1139,3512.684861875788
1140,24761.807712433598
1141,57692.65267259231
1142,16006.23733675675
1143,5401.103923809524
1144,43970.977892609306
1145,24558.37583333333
1146,5949.113302777779
1147,20853.238551005248
1148,8017.31368809016
1149,29618.488833333333
1150,24230.1775
1151,34010.054
1152,55696.484606800455
1153,3756.1086883022776
1154,422.837901659919
1155,12182.947567365847
1156,8635.684529597214
1157,14294.36736022086
1158,945.9454778773616
1159,14690.553879901103
1160,8677.56207671995
1161,17842.06792167625
1162,17971.17900977516
1163,4135.201919521301
1164,9377.40289088098
1165,7226.920440176761
1166,6962.006208314493
1167,11009.370870841814
1168,29520.31509757137
1169,2382.915985940531
1170,24644.647849999998
1171,15592.887163206335
1172,5663.589727463712
1173,7106.829742398609
1174,29060.635227106235
1175,2479.9590254118784
1176,26049.71601922354
1177,12867.985777168737
1178,6668.5785
1179,11263.93229840055
1180,14034.422160984088
1181,18836.422001507864
1182,28210.112767063496
1183,11364.754634812163
1184,11784.409006567308
1185,16577.440373237332
1186,7163.603936320559
1187,13574.136650216451
1188,46603.62616420772
1189,27444.998295238096
1190,10739.163666666665
1191,22590.979183333333
1192,4110.118342640693
1193,22017.529928852426
1194,11552.282172222223
1195,27669.192
1196,35319.88757987306
1197,17202.959847601724
1198,29768.215926005083
1199,9017.104316777395
1200,1458.540300525988
1201,10320.3678
1202,29787.16058
1203,46081.18400778014
1204,15031.063227678587
1205,3206.3572936565447
1206,29386.96978253855
1207,3922.7513585692354
1208,3725.053346105658
1209,16189.753394278392
1210,13182.288518339239
1211,13607.464133333335
1212,54343.62993658279
1213,27830.14661693405
1214,3447.285901071282
1215,4212.066880434783
1216,19017.91499171668
1217,13948.993652777779
1218,15238.786770645873
1219,38682.97566666667
1220,15727.728002519101
1221,29520.31509757137
1222,9441.894355789904
1223,15131.087305047371
1224,13317.222424933174
1225,10888.600557480973
1226,11729.718004313425
1227,22124.600709523813
1228,4492.329828845504
1229,20794.404453030304
1230,20702.484290703775
1231,19593.66116060606
1232,42216.00124622828
1233,16700.85147810724
1234,29396.683822474748
1235,634.6998000000001
1236,9711.22215
1237,8867.242450067693
1238,14536.319305145616
1239,29769.559825901873
1240,16901.980153809523
1241,11471.9506
1242,17589.960855449375
1243,706.0
1244,12073.73549518923
1245,1085.0351019055674
1246,15064.550322799423
1247,46818.40816666666
1248,1509.199566666667
1249,18414.222276483713
1250,6922.56985503388
1251,17393.71585422169
1252,7912.152005555554
1253,16019.464231412583
1254,14683.79699052157
1255,5574.3478171191555
1256,6956.22498322194
1257,10450.05308046595
1258,18742.245473362378
1259,16975.33368276307
1260,40817.505416666674
1261,15669.91865075912
1262,9682.853276856178
1263,7837.8800259009
1264,26173.336666666662
1265,31006.675954981285
1266,9699.423221593885
1267,52209.480146335256
1268,9194.927018619375
1269,47679.00986581805
1270,3939.78163509445
1271,22852.21773934837
1272,46234.56035562565
1273,11644.124106444786
1274,8257.166548701298
1275,19063.130494505494
1276,24058.176515656563
1277,7431.45011617647
1278,40061.32674754917
1279,4185.402926808642
1280,22555.58643571116
1281,13315.70208382491
1282,7685.897805493365
1283,9685.829769480519
1284,14561.393008188248
1285,7005.1734481808435
1286,8214.73887928757
1287,38678.018026372
1288,27114.16930950901
1289,8875.218065897436
1290,20816.953916559236
1291,26932.088666666663
1292,18674.70535345679
1293,16081.397719047622
1294,20317.076002501344
1295,28506.24260567284
1296,18660.52744748836
1297,3037.884602232391
1298,42785.128055720685
1299,1371.3857488774563
1300,2090.2900414478754
1301,1251.695479043763
1302,779.431333268567
1303,10517.381690101744
1304,22195.018964248487
1305,3585.2197713830624
1306,29751.38035488506
1307,545.5220453669964
1308,16779.82755695671
1309,18808.993610369445
1310,6019.8678257929
1311,4506.38320753182
1312,30992.36285164264
1313,42431.13149754917
1314,19824.103010890503
1315,14178.626916398305
1316,16039.42206126155
1317,6033.107078632479
1318,27911.52756610057
1319,19794.09353288599
1320,22014.887202472524
1321,19523.66770909091
1322,14888.073833984405
1323,864.411342074893
1324,4470.821995927925
1325,25511.906335665983
1326,2446.3119908369326
1327,2147.689142989843
1328,10382.261892528513
1329,25553.401
1330,16518.772153809525
1331,44790.2027603221
1332,32047.39740196078
1333,29416.187
1334,11053.650823809523
1335,1567.8604722222221
1336,20311.42637531635
1337,392.0
1338,6133.475607722248
1339,46048.28039230769
1340,17106.2691877642
1341,4347.201053481242
1342,34404.644635434175
1343,20813.6004009009
1344,13151.76085526316
1345,6396.554250714417
1346,22134.18695406101
1347,10272.254932234433
1348,9589.805001833896
1349,44646.2319448718
1350,10054.687778942554
1351,2109.8621132164885
1352,6308.488837634731
1353,1644.857915972863
1354,3937.58712826441
1355,10170.965185221226
1356,4539.684918469778
1357,33332.37419047619
1358,21843.807703211336
1359,17634.5414790437
1360,4100.499972650745
1361,29485.242360683766
1362,3144.298519450717
1363,18070.727619148147
1364,32707.03606798303
1365,10779.90338888889
1366,7900.347798868907
1367,46081.18400778014
1368,25243.262
1369,1570.6179375655431
1370,35378.693422291646
1371,18352.31445224434
1372,12620.785533333335
1373,4099.750293941073
1374,15367.069172764226
1375,18596.64612523663
1376,25635.579729911668
1377,14782.682478288445
1378,13199.49028662877
